,Age,Fare,Sex,sibsp,Parch,Pclass,Embarked
871,1,1,1,1,1,0,1
872,1,0,0,0,0,0,1
873,1,0,0,0,0,1,1
874,0,0,1,1,0,0,0
875,0,0,1,0,0,1,0
876,0,0,0,0,0,1,1
877,0,0,0,0,0,1,1
878,0,0,0,0,0,1,1
879,1,1,1,0,1,0,0
880,0,0,1,0,1,0,1
881,1,0,0,0,0,1,1
882,0,0,1,0,0,1,1
883,0,0,0,0,0,0,1
884,0,0,0,0,0,1,1
885,1,0,1,0,1,1,0
886,0,0,0,0,0,0,1
887,0,0,1,0,0,0,1
888,0,0,1,1,1,1,1
889,0,0,0,0,0,0,0
890,1,0,0,0,0,1,0
891,1,0,0,0,0,1,0
892,1,0,1,1,0,1,1
893,1,0,0,0,0,0,0
894,0,0,0,0,0,1,1
895,0,0,1,1,1,1,1
896,0,0,0,0,0,1,1
897,1,0,1,0,0,1,0
898,0,0,0,1,1,0,1
899,0,0,1,0,0,1,0
900,0,0,0,1,0,1,1
901,0,0,0,0,0,1,1
902,1,0,0,0,0,0,1
903,0,1,1,1,0,0,1
904,1,0,0,1,0,0,1
905,1,1,1,1,0,0,1
906,0,0,1,1,0,0,0
907,1,0,0,0,0,0,0
908,0,0,0,0,0,1,0
909,0,0,1,1,0,1,1
910,1,0,1,0,0,1,0
911,1,1,0,1,0,0,0
912,0,0,0,0,1,1,1
913,0,0,1,0,0,0,1
914,0,1,0,0,1,0,0
915,1,1,1,1,1,0,0
916,1,0,0,1,0,1,1
917,0,1,1,0,1,0,0
918,0,0,0,0,0,1,0
919,1,0,0,0,0,0,1
920,0,0,0,1,0,1,0
921,1,0,0,1,0,0,1
922,0,0,0,1,0,0,1
923,1,0,1,1,1,1,1
924,0,0,1,1,1,1,1
925,1,1,0,1,0,0,0
926,0,0,0,0,0,1,0
927,0,0,1,0,0,1,1
928,0,0,1,0,0,1,1
929,0,0,0,0,0,1,1
930,0,1,0,0,0,1,1
931,1,0,0,0,1,1,0
932,0,0,0,0,0,0,1
933,1,0,0,0,0,1,1
934,1,0,1,0,0,0,1
935,1,1,1,1,0,0,1
936,0,0,0,0,0,1,1
937,1,0,0,0,0,0,0
938,0,0,0,0,0,1,0
939,1,1,1,0,0,0,0
940,1,0,1,0,1,1,1
941,0,1,0,1,0,0,1
942,0,0,0,0,0,0,0
943,0,0,1,1,1,0,1
944,0,1,1,1,1,0,1
945,0,0,0,0,0,0,0
946,0,0,0,1,1,1,0
947,1,0,0,0,0,1,1
948,0,0,0,0,0,1,1
949,0,0,0,1,0,1,1
950,1,1,1,0,0,0,0
951,0,0,0,0,0,1,1
952,1,0,0,0,0,0,1
953,0,0,0,0,0,1,1
954,0,0,1,0,0,1,0
955,0,1,0,1,1,0,0
956,0,0,1,0,0,0,1
957,0,0,1,0,0,1,0
958,1,1,0,0,0,0,1
959,1,0,0,0,0,0,0
960,1,1,1,1,1,0,1
961,0,0,1,0,0,1,0
962,0,0,0,0,0,1,1
963,0,0,1,0,0,1,1
964,0,0,0,0,0,0,0
965,1,1,1,0,0,0,0
966,1,1,0,0,0,0,0
967,0,0,0,0,0,1,1
968,1,0,1,1,0,0,1
969,1,0,0,0,0,0,1
970,0,0,1,0,0,1,0
971,0,0,0,1,1,1,0
972,1,1,0,1,0,0,1
973,1,0,0,0,0,0,1
974,0,0,0,0,0,1,1
975,0,0,0,0,0,0,0
976,0,0,0,1,0,1,0
977,0,0,1,0,0,1,0
978,0,0,1,0,0,1,1
979,0,0,1,0,0,1,0
980,0,0,0,1,1,0,1
981,0,0,1,1,0,1,1
982,0,0,0,0,0,1,1
983,0,1,1,1,1,0,1
984,0,0,0,0,0,1,1
985,0,0,0,0,0,0,0
986,0,0,0,0,0,1,1
987,1,1,1,1,0,0,1
988,0,0,0,0,0,1,1
989,0,0,1,0,0,1,1
990,1,0,0,0,0,1,1
991,1,1,1,1,0,0,0
992,0,0,0,1,0,0,1
993,0,0,0,0,0,1,0
994,0,0,0,0,0,1,1
995,0,0,1,1,1,1,0
996,0,0,0,0,0,1,1
997,0,0,0,0,0,1,0
998,0,0,0,0,0,1,0
999,0,0,0,0,0,1,1
1000,0,0,0,0,0,0,1
1001,1,0,0,0,0,0,0
1002,0,0,1,0,0,1,0
1003,1,0,1,0,0,0,0
1004,0,0,1,0,0,1,0
1005,1,1,1,1,0,0,1
1006,0,0,0,1,0,1,0
1007,0,0,0,0,0,1,0
1008,0,0,1,1,1,1,1
1009,1,1,0,0,0,0,0
1010,0,0,1,1,0,0,1
1011,0,0,1,0,0,0,1
1012,0,0,0,1,0,1,0
1013,1,1,1,1,0,0,0
1014,0,0,0,0,0,1,1
1015,0,0,0,0,0,1,0
1016,0,0,1,0,1,1,1
1017,0,0,0,0,0,1,1
1018,0,0,1,1,0,1,0
1019,1,0,0,0,0,0,1
1020,0,0,0,0,0,1,1
1021,1,0,0,0,0,1,1
1022,1,0,0,0,0,0,0
1023,0,0,1,0,1,1,1
1024,0,0,0,1,0,1,0
1025,1,0,0,0,0,1,1
1026,0,0,0,0,0,1,1
1027,0,0,0,0,0,1,0
1028,0,0,0,0,0,0,1
1029,0,0,1,0,0,1,1
1030,1,1,0,1,1,1,1
1031,0,1,1,1,1,1,1
1032,1,1,1,0,0,0,1
1033,1,1,0,1,1,0,0
1034,0,0,0,0,0,0,1
1035,1,0,0,0,0,0,1
1036,1,0,0,1,0,1,1
1037,0,1,0,0,0,0,1
1038,0,0,0,0,0,1,1
1039,0,0,0,0,0,0,1
1040,1,0,0,1,1,0,1
1041,0,1,1,0,1,0,0
1042,0,0,0,0,0,1,0
1043,1,0,0,0,0,1,1
1044,1,0,1,0,1,1,1
1045,0,0,0,1,1,1,1
1046,0,0,0,0,0,1,1
1047,0,1,1,0,0,0,1
1048,0,0,1,0,0,1,1
1049,1,0,0,0,0,0,1
1050,0,0,1,0,1,1,1
1051,0,0,1,0,0,1,0
1052,0,0,0,1,1,1,0
1053,0,0,1,0,0,0,1
1054,0,0,0,0,0,1,1
1055,1,0,0,0,0,0,1
1056,0,0,1,1,1,1,1
1057,1,1,0,0,0,0,0
1058,0,1,0,1,1,1,1
1059,0,0,1,0,0,0,0
1060,0,0,1,0,0,1,1
1061,0,0,0,0,0,1,1
1062,0,0,0,0,0,1,0
1063,0,0,0,1,0,1,1
1064,0,0,0,0,0,1,0
1065,1,0,0,1,1,1,1
1066,0,1,1,0,1,0,1
1067,0,1,1,0,0,0,1
1068,1,1,0,1,0,0,0
1069,1,1,1,0,1,0,1
1070,1,1,1,0,1,0,0
1071,1,0,0,0,0,0,1
1072,1,1,0,1,1,0,0
1073,0,1,1,1,0,0,1
1074,0,0,0,0,0,1,0
1075,0,1,1,1,1,0,0
1076,1,0,0,0,0,0,1
1077,0,0,1,0,1,0,1
1078,0,0,0,1,0,1,1
1079,0,1,1,1,1,1,1
1080,1,0,0,0,0,0,1
1081,1,0,0,1,0,0,1
1082,0,0,0,0,0,0,1
1083,0,0,0,1,1,1,1
1084,1,0,0,0,0,0,0
1085,0,0,0,0,1,0,1
1086,1,0,0,0,0,1,1
1087,0,1,0,0,1,0,0
1088,0,0,1,0,0,1,1
1089,0,0,0,0,0,0,1
1090,0,0,1,0,0,1,1
1091,0,0,1,0,0,1,0
1092,0,0,0,0,1,1,1
1093,1,1,0,1,0,0,0
1094,0,0,1,1,1,0,1
1095,0,0,0,0,0,0,1
1096,0,0,0,0,0,0,0
1097,1,0,1,0,0,1,0
1098,0,0,0,0,0,0,1
1099,1,0,1,0,0,0,0
1100,0,0,0,0,0,1,1
1101,1,0,0,0,0,1,1
1102,0,0,0,0,0,1,1
1103,0,1,0,0,0,0,1
1104,1,0,1,1,0,0,1
1105,1,0,1,1,1,1,1
1106,1,1,0,0,0,0,1
1107,0,0,1,0,0,1,0
1108,1,1,0,1,1,0,1
1109,1,1,1,1,1,0,0
1110,0,0,0,0,0,1,1
1111,1,0,1,1,0,0,0
1112,0,0,0,0,0,1,1
1113,0,0,1,0,0,0,1
1114,0,0,0,0,0,1,1
1115,1,0,1,0,0,0,0
1116,0,0,1,0,1,1,0
1117,0,0,0,0,0,1,1
1118,0,0,1,0,0,1,0
1119,1,0,0,0,0,1,1
1120,1,0,0,0,0,0,1
1121,0,1,0,0,0,0,1
1122,0,0,1,0,0,0,1
1123,0,0,0,1,0,1,1
1124,0,0,0,0,0,1,0
1125,1,1,0,1,0,0,0
1126,0,0,0,0,0,1,1
1127,1,1,0,1,0,0,0
1128,0,0,0,0,0,1,0
1129,0,0,1,1,1,0,1
1130,1,1,1,1,0,0,0
1131,1,0,1,0,0,0,0
1132,1,0,1,0,1,0,1
1133,1,1,0,1,1,0,0
1134,0,0,0,0,0,1,1
1135,0,0,0,1,1,1,1
1136,1,1,0,1,0,0,1
1137,0,0,1,0,0,0,1
1138,1,0,0,1,1,0,1
1139,0,0,1,1,0,0,1
1140,0,0,1,1,0,1,0
1141,0,0,1,1,1,0,1
1142,0,0,0,0,0,1,1
1143,0,1,0,1,0,0,0
1144,0,0,0,0,0,1,1
1145,1,0,0,0,0,1,1
1146,0,0,0,0,0,1,1
1147,0,0,0,0,0,1,0
1148,0,0,0,0,0,1,1
1149,0,0,1,0,0,0,1
1150,0,0,0,0,0,1,1
1151,1,0,0,1,0,1,1
1152,0,0,0,0,0,1,1
1153,0,0,1,0,1,0,1
1154,0,0,1,1,1,1,1
1155,1,0,0,0,0,0,0
1156,0,0,0,0,0,1,1
1157,0,0,0,0,0,0,1
1158,0,0,0,0,0,1,1
1159,0,0,1,0,0,1,1
1160,0,0,0,0,0,1,1
1161,1,1,0,0,0,0,0
1162,0,0,0,0,0,1,0
1163,0,1,1,1,0,0,0
1164,0,0,1,1,0,1,0
1165,0,0,0,0,0,1,0
1166,0,0,1,1,0,0,1
1167,0,0,0,0,0,0,1
1168,1,0,0,1,0,0,1
1169,1,0,0,1,0,0,1
1170,0,0,0,0,0,0,1
1171,0,0,1,0,0,1,1
1172,0,0,0,1,1,1,1
1173,0,0,1,0,0,1,0
1174,0,0,1,1,1,1,0
1175,0,0,1,1,1,1,1
1176,1,0,0,0,0,1,1
1177,0,0,0,0,0,1,1
1178,0,1,0,1,0,0,1
1179,0,0,0,0,0,1,0
1180,0,0,0,0,0,1,1
1181,0,1,0,0,0,0,1
1182,1,0,1,0,0,1,0
1183,0,0,0,0,0,1,0
1184,1,1,0,1,1,0,1
1185,1,0,0,0,0,1,1
1186,0,0,0,0,0,1,1
1187,0,1,1,1,1,0,0
1188,0,0,0,1,0,1,0
1189,1,1,0,0,0,0,1
1190,0,0,0,0,0,1,1
1191,1,0,0,0,0,1,1
1192,0,0,0,0,0,0,0
1193,1,0,0,0,1,0,1
1194,0,0,0,0,0,1,1
1195,0,0,1,0,0,1,0
1196,1,0,1,1,1,0,1
1197,1,1,0,1,1,0,1
1198,0,0,0,0,1,1,1
1199,1,1,0,1,1,0,1
1200,1,0,1,1,0,1,1
1201,0,0,0,0,0,1,1
1202,0,0,0,0,0,1,0
1203,0,0,0,0,0,1,1
1204,1,0,1,0,0,1,0
1205,1,1,1,0,0,0,0
1206,0,0,1,0,0,1,0
1207,1,1,0,1,0,0,0
1208,0,0,0,0,0,0,1
1209,0,0,0,0,0,1,1
1210,0,0,0,1,0,0,1
1211,0,0,0,0,0,1,1
1212,0,0,0,0,0,1,0
1213,0,0,0,0,0,0,1
1214,1,0,0,0,0,0,1
1215,1,1,1,0,0,0,1
1216,0,0,0,0,0,1,1
1217,0,1,1,1,1,0,1
1218,1,1,0,0,0,0,0
1219,0,0,0,1,0,0,1
1220,0,0,0,0,0,0,1
1221,1,1,1,0,1,0,1
1222,1,0,0,0,0,0,0
1223,0,0,0,0,0,1,0
1224,0,0,1,1,1,1,0
1225,0,0,0,0,0,1,1
1226,1,0,0,0,0,0,1
1227,1,0,0,0,0,0,1
1228,1,0,0,0,1,1,0
1229,0,0,0,0,0,0,1
1230,0,0,0,0,0,1,0
1231,0,0,0,0,0,0,1
1232,1,0,0,0,0,1,1
1233,0,1,0,1,1,1,1
1234,1,1,1,0,1,0,0
1235,0,0,0,1,1,1,1
1236,0,0,1,0,0,1,1
1237,0,0,0,0,0,0,1
1238,1,0,1,0,0,1,0
1239,0,0,0,0,0,0,1
1240,1,0,1,0,0,0,1
1241,1,1,1,0,1,0,0
1242,0,0,0,0,0,0,1
1243,0,1,0,0,0,0,1
1244,1,1,0,1,1,0,1
1245,0,0,1,1,1,1,1
1246,1,0,0,0,0,0,1
1247,1,1,1,1,0,0,1
1248,0,0,0,0,0,1,1
1249,0,0,0,0,0,1,0
1250,1,0,1,1,0,1,1
1251,0,1,0,1,1,1,1
1252,0,1,1,1,1,0,0
1253,1,0,1,0,0,0,1
1254,0,0,0,0,0,1,1
1255,0,1,1,1,0,0,0
1256,0,1,1,1,1,1,1
1257,0,0,0,1,0,1,0
1258,0,1,1,0,0,1,1
1259,1,1,1,0,1,0,0
1260,0,0,0,0,0,0,0
1261,0,0,0,1,0,0,1
1262,1,1,1,0,0,0,0
1263,1,0,0,0,0,0,1
1264,1,0,0,0,0,0,1
1265,1,1,1,1,1,0,1
1266,1,1,1,0,0,0,0
1267,0,0,1,1,0,1,1
1268,0,0,0,0,0,0,1
1269,1,1,0,0,0,0,1
1270,0,0,0,1,1,1,1
1271,0,0,0,0,0,1,0
1272,0,0,0,0,0,1,0
1273,0,0,1,0,0,1,1
1274,0,0,1,1,0,1,1
1275,0,0,0,0,0,0,1
1276,0,1,1,1,1,0,1
1277,0,0,0,0,0,1,1
1278,1,0,0,0,0,0,1
1279,0,0,0,0,0,1,0
1280,0,0,0,1,1,1,1
1281,0,1,0,0,0,0,1
1282,1,1,1,0,1,0,1
1283,0,0,0,0,1,1,1
1284,1,0,0,0,0,0,1
1285,0,0,0,1,1,1,1
1286,0,1,1,1,0,0,1
1287,0,0,0,0,0,1,0
1288,1,1,1,1,1,0,0
1289,0,0,0,0,0,1,1
1290,1,0,0,0,0,1,0
1291,1,1,1,0,0,0,1
1292,1,0,0,1,0,0,1
1293,0,1,1,0,1,0,0
1294,0,1,0,0,0,0,1
1295,1,0,0,1,0,0,0
1296,0,0,0,0,0,0,0
1297,0,0,0,1,0,0,1
1298,1,1,0,1,1,0,0
1299,0,0,1,0,0,1,0
1300,0,0,1,1,1,1,1
1301,0,0,1,0,0,1,0
1302,1,1,1,1,0,0,0
1303,0,0,1,0,0,1,1
1304,0,0,0,0,0,1,1
1305,1,1,1,0,0,0,0
1306,1,0,0,0,0,1,1
1307,0,0,0,0,0,1,1
1308,0,0,0,1,1,1,0
