,Age,Fare,Sex,sibsp,Parch,Pclass,Embarked,2urvived
773,0,0,0,0,0,1,0,0
774,1,0,1,1,1,0,1,1
775,0,0,0,0,0,1,1,0
776,0,0,0,0,0,1,0,0
777,0,0,1,0,0,1,1,1
778,0,0,0,0,0,1,0,0
779,1,1,1,0,1,0,1,1
780,0,0,1,0,0,1,0,1
781,0,1,1,1,0,0,1,1
782,0,0,0,0,0,0,1,0
783,0,0,0,1,1,1,1,0
784,0,0,0,0,0,1,1,0
785,0,0,0,0,0,1,1,0
786,0,0,1,0,0,1,1,1
787,0,0,0,1,1,1,0,0
788,0,0,0,1,1,1,1,1
789,1,1,0,0,0,0,0,0
790,0,0,0,0,0,1,0,0
791,0,0,0,0,0,0,1,0
792,0,1,1,1,1,1,1,0
793,0,0,0,0,0,0,0,0
794,0,0,0,0,0,1,1,0
795,1,0,0,0,0,0,1,0
796,1,0,1,0,0,0,1,1
797,1,0,1,0,0,1,1,1
798,1,0,0,0,0,1,0,0
799,1,0,1,1,1,1,1,0
800,1,0,0,0,0,0,1,0
801,1,0,1,1,1,0,1,1
802,0,1,0,1,1,0,1,1
803,0,0,0,0,1,1,0,1
804,0,0,0,0,0,1,1,1
805,1,0,0,0,0,1,1,0
806,1,0,0,0,0,0,1,0
807,0,0,1,0,0,1,1,0
808,1,0,0,0,0,0,1,0
809,1,1,1,1,0,0,1,1
810,0,0,0,0,0,1,1,0
811,1,0,0,0,0,1,1,0
812,1,0,0,0,0,0,1,0
813,0,0,1,1,1,1,1,0
814,1,0,0,0,0,1,1,0
815,0,0,0,0,0,0,1,0
816,0,0,1,0,0,1,1,0
817,1,1,0,1,1,0,0,0
818,1,0,0,0,0,1,1,0
819,0,0,0,1,1,1,1,0
820,1,1,1,1,1,0,1,1
821,0,0,0,0,0,1,1,1
822,1,0,0,0,0,0,1,0
823,0,0,1,0,1,1,1,1
824,0,1,0,1,1,1,1,0
825,0,0,0,0,0,1,0,0
826,0,1,0,0,0,1,1,0
827,0,1,0,0,1,0,0,1
828,0,0,0,0,0,1,0,1
829,1,1,1,0,0,0,0,1
830,0,0,1,1,0,1,0,1
831,0,0,0,1,1,0,1,1
832,0,0,0,0,0,1,0,0
833,0,0,0,0,0,1,1,0
834,0,0,0,0,0,1,1,0
835,1,1,1,1,1,0,0,1
836,0,0,0,0,0,1,1,0
837,0,0,0,0,0,1,1,0
838,1,1,0,0,0,1,1,1
839,0,0,0,0,0,0,0,1
840,0,0,0,0,0,1,1,0
841,0,0,0,0,0,0,1,0
842,1,0,1,0,0,0,0,1
843,1,0,0,0,0,1,0,0
844,0,0,0,0,0,1,1,0
845,1,0,0,0,0,1,1,0
846,0,1,0,1,1,1,1,0
847,1,0,0,0,0,1,0,0
848,0,0,0,0,1,0,1,0
849,0,1,1,1,0,0,0,1
850,0,0,0,1,1,1,1,0
851,1,0,0,0,0,1,1,0
852,0,0,1,1,1,1,0,0
853,0,1,1,0,1,0,1,1
854,1,0,1,1,0,0,1,0
855,0,0,1,0,1,1,1,1
856,1,1,1,1,1,0,1,1
857,1,0,0,0,0,0,1,1
858,0,0,1,0,1,1,0,1
859,0,0,0,0,0,1,0,0
860,1,0,0,1,0,1,1,0
861,0,0,0,1,0,0,1,0
862,1,0,1,0,0,0,1,1
863,0,1,1,1,1,1,1,0
864,0,0,0,0,0,0,1,0
865,1,0,1,0,0,0,1,1
866,0,0,1,1,0,0,0,1
867,1,1,0,0,0,0,1,0
868,0,0,0,0,0,1,1,0
869,0,0,0,1,1,1,1,1
870,0,0,0,0,0,1,1,0
871,1,1,1,1,1,0,1,1
872,1,0,0,0,0,0,1,0
873,1,0,0,0,0,1,1,0
874,0,0,1,1,0,0,0,1
875,0,0,1,0,0,1,0,1
876,0,0,0,0,0,1,1,0
877,0,0,0,0,0,1,1,0
878,0,0,0,0,0,1,1,0
879,1,1,1,0,1,0,0,1
880,0,0,1,0,1,0,1,1
881,1,0,0,0,0,1,1,0
882,0,0,1,0,0,1,1,0
883,0,0,0,0,0,0,1,0
884,0,0,0,0,0,1,1,0
885,1,0,1,0,1,1,0,0
886,0,0,0,0,0,0,1,0
887,0,0,1,0,0,0,1,1
888,0,0,1,1,1,1,1,0
889,0,0,0,0,0,0,0,1
890,1,0,0,0,0,1,0,0
891,1,0,0,0,0,1,0,0
892,1,0,1,1,0,1,1,0
893,1,0,0,0,0,0,0,0
894,0,0,0,0,0,1,1,0
895,0,0,1,1,1,1,1,0
896,0,0,0,0,0,1,1,0
897,1,0,1,0,0,1,0,0
898,0,0,0,1,1,0,1,0
899,0,0,1,0,0,1,0,0
900,0,0,0,1,0,1,1,0
901,0,0,0,0,0,1,1,0
902,1,0,0,0,0,0,1,0
903,0,1,1,1,0,0,1,0
904,1,0,0,1,0,0,1,0
905,1,1,1,1,0,0,1,0
906,0,0,1,1,0,0,0,0
907,1,0,0,0,0,0,0,0
908,0,0,0,0,0,1,0,0
909,0,0,1,1,0,1,1,0
910,1,0,1,0,0,1,0,0
911,1,1,0,1,0,0,0,0
912,0,0,0,0,1,1,1,0
913,0,0,1,0,0,0,1,0
914,0,1,0,0,1,0,0,0
915,1,1,1,1,1,0,0,0
916,1,0,0,1,0,1,1,0
917,0,1,1,0,1,0,0,0
918,0,0,0,0,0,1,0,0
919,1,0,0,0,0,0,1,0
920,0,0,0,1,0,1,0,0
921,1,0,0,1,0,0,1,0
922,0,0,0,1,0,0,1,0
923,1,0,1,1,1,1,1,0
924,0,0,1,1,1,1,1,0
925,1,1,0,1,0,0,0,0
926,0,0,0,0,0,1,0,0
927,0,0,1,0,0,1,1,0
928,0,0,1,0,0,1,1,0
929,0,0,0,0,0,1,1,0
930,0,1,0,0,0,1,1,0
931,1,0,0,0,1,1,0,0
932,0,0,0,0,0,0,1,0
933,1,0,0,0,0,1,1,0
934,1,0,1,0,0,0,1,0
935,1,1,1,1,0,0,1,0
936,0,0,0,0,0,1,1,0
937,1,0,0,0,0,0,0,0
938,0,0,0,0,0,1,0,0
939,1,1,1,0,0,0,0,0
940,1,0,1,0,1,1,1,0
941,0,1,0,1,0,0,1,0
942,0,0,0,0,0,0,0,0
943,0,0,1,1,1,0,1,0
944,0,1,1,1,1,0,1,0
945,0,0,0,0,0,0,0,0
946,0,0,0,1,1,1,0,0
947,1,0,0,0,0,1,1,0
948,0,0,0,0,0,1,1,0
949,0,0,0,1,0,1,1,0
950,1,1,1,0,0,0,0,0
951,0,0,0,0,0,1,1,0
952,1,0,0,0,0,0,1,0
953,0,0,0,0,0,1,1,0
954,0,0,1,0,0,1,0,0
955,0,1,0,1,1,0,0,0
956,0,0,1,0,0,0,1,0
957,0,0,1,0,0,1,0,0
958,1,1,0,0,0,0,1,0
959,1,0,0,0,0,0,0,0
960,1,1,1,1,1,0,1,0
961,0,0,1,0,0,1,0,0
962,0,0,0,0,0,1,1,0
963,0,0,1,0,0,1,1,0
964,0,0,0,0,0,0,0,0
965,1,1,1,0,0,0,0,0
966,1,1,0,0,0,0,0,0
967,0,0,0,0,0,1,1,0
968,1,0,1,1,0,0,1,0
969,1,0,0,0,0,0,1,0
970,0,0,1,0,0,1,0,0
971,0,0,0,1,1,1,0,0
972,1,1,0,1,0,0,1,0
973,1,0,0,0,0,0,1,0
974,0,0,0,0,0,1,1,0
975,0,0,0,0,0,0,0,0
976,0,0,0,1,0,1,0,0
977,0,0,1,0,0,1,0,0
978,0,0,1,0,0,1,1,0
979,0,0,1,0,0,1,0,0
980,0,0,0,1,1,0,1,0
981,0,0,1,1,0,1,1,0
982,0,0,0,0,0,1,1,0
983,0,1,1,1,1,0,1,0
984,0,0,0,0,0,1,1,0
985,0,0,0,0,0,0,0,0
986,0,0,0,0,0,1,1,0
987,1,1,1,1,0,0,1,0
988,0,0,0,0,0,1,1,0
989,0,0,1,0,0,1,1,0
990,1,0,0,0,0,1,1,0
991,1,1,1,1,0,0,0,0
992,0,0,0,1,0,0,1,0
993,0,0,0,0,0,1,0,0
994,0,0,0,0,0,1,1,0
995,0,0,1,1,1,1,0,0
996,0,0,0,0,0,1,1,0
997,0,0,0,0,0,1,0,0
998,0,0,0,0,0,1,0,0
999,0,0,0,0,0,1,1,0
1000,0,0,0,0,0,0,1,0
1001,1,0,0,0,0,0,0,0
1002,0,0,1,0,0,1,0,0
1003,1,0,1,0,0,0,0,0
1004,0,0,1,0,0,1,0,0
1005,1,1,1,1,0,0,1,0
1006,0,0,0,1,0,1,0,0
1007,0,0,0,0,0,1,0,0
1008,0,0,1,1,1,1,1,0
1009,1,1,0,0,0,0,0,0
1010,0,0,1,1,0,0,1,0
1011,0,0,1,0,0,0,1,0
1012,0,0,0,1,0,1,0,0
1013,1,1,1,1,0,0,0,0
1014,0,0,0,0,0,1,1,0
1015,0,0,0,0,0,1,0,0
1016,0,0,1,0,1,1,1,0
1017,0,0,0,0,0,1,1,0
1018,0,0,1,1,0,1,0,0
1019,1,0,0,0,0,0,1,0
1020,0,0,0,0,0,1,1,0
1021,1,0,0,0,0,1,1,0
1022,1,0,0,0,0,0,0,0
1023,0,0,1,0,1,1,1,0
1024,0,0,0,1,0,1,0,0
1025,1,0,0,0,0,1,1,0
1026,0,0,0,0,0,1,1,0
1027,0,0,0,0,0,1,0,0
1028,0,0,0,0,0,0,1,0
1029,0,0,1,0,0,1,1,0
1030,1,1,0,1,1,1,1,0
1031,0,1,1,1,1,1,1,0
1032,1,1,1,0,0,0,1,0
1033,1,1,0,1,1,0,0,0
1034,0,0,0,0,0,0,1,0
1035,1,0,0,0,0,0,1,0
1036,1,0,0,1,0,1,1,0
1037,0,1,0,0,0,0,1,0
1038,0,0,0,0,0,1,1,0
1039,0,0,0,0,0,0,1,0
1040,1,0,0,1,1,0,1,0
1041,0,1,1,0,1,0,0,0
1042,0,0,0,0,0,1,0,0
1043,1,0,0,0,0,1,1,0
1044,1,0,1,0,1,1,1,0
1045,0,0,0,1,1,1,1,0
1046,0,0,0,0,0,1,1,0
1047,0,1,1,0,0,0,1,0
1048,0,0,1,0,0,1,1,0
1049,1,0,0,0,0,0,1,0
1050,0,0,1,0,1,1,1,0
1051,0,0,1,0,0,1,0,0
1052,0,0,0,1,1,1,0,0
1053,0,0,1,0,0,0,1,0
1054,0,0,0,0,0,1,1,0
1055,1,0,0,0,0,0,1,0
1056,0,0,1,1,1,1,1,0
1057,1,1,0,0,0,0,0,0
1058,0,1,0,1,1,1,1,0
1059,0,0,1,0,0,0,0,0
1060,0,0,1,0,0,1,1,0
1061,0,0,0,0,0,1,1,0
1062,0,0,0,0,0,1,0,0
1063,0,0,0,1,0,1,1,0
1064,0,0,0,0,0,1,0,0
1065,1,0,0,1,1,1,1,0
1066,0,1,1,0,1,0,1,0
1067,0,1,1,0,0,0,1,0
1068,1,1,0,1,0,0,0,0
1069,1,1,1,0,1,0,1,0
1070,1,1,1,0,1,0,0,0
1071,1,0,0,0,0,0,1,0
1072,1,1,0,1,1,0,0,0
1073,0,1,1,1,0,0,1,0
1074,0,0,0,0,0,1,0,0
1075,0,1,1,1,1,0,0,0
1076,1,0,0,0,0,0,1,0
1077,0,0,1,0,1,0,1,0
1078,0,0,0,1,0,1,1,0
1079,0,1,1,1,1,1,1,0
1080,1,0,0,0,0,0,1,0
1081,1,0,0,1,0,0,1,0
1082,0,0,0,0,0,0,1,0
1083,0,0,0,1,1,1,1,0
1084,1,0,0,0,0,0,0,0
1085,0,0,0,0,1,0,1,0
1086,1,0,0,0,0,1,1,0
1087,0,1,0,0,1,0,0,0
1088,0,0,1,0,0,1,1,0
1089,0,0,0,0,0,0,1,0
1090,0,0,1,0,0,1,1,0
1091,0,0,1,0,0,1,0,0
1092,0,0,0,0,1,1,1,0
1093,1,1,0,1,0,0,0,0
1094,0,0,1,1,1,0,1,0
1095,0,0,0,0,0,0,1,0
1096,0,0,0,0,0,0,0,0
1097,1,0,1,0,0,1,0,0
1098,0,0,0,0,0,0,1,0
1099,1,0,1,0,0,0,0,0
1100,0,0,0,0,0,1,1,0
1101,1,0,0,0,0,1,1,0
1102,0,0,0,0,0,1,1,0
1103,0,1,0,0,0,0,1,0
1104,1,0,1,1,0,0,1,0
1105,1,0,1,1,1,1,1,0
1106,1,1,0,0,0,0,1,0
1107,0,0,1,0,0,1,0,0
1108,1,1,0,1,1,0,1,0
1109,1,1,1,1,1,0,0,0
1110,0,0,0,0,0,1,1,0
1111,1,0,1,1,0,0,0,0
1112,0,0,0,0,0,1,1,0
1113,0,0,1,0,0,0,1,0
1114,0,0,0,0,0,1,1,0
1115,1,0,1,0,0,0,0,0
1116,0,0,1,0,1,1,0,0
1117,0,0,0,0,0,1,1,0
1118,0,0,1,0,0,1,0,0
1119,1,0,0,0,0,1,1,0
1120,1,0,0,0,0,0,1,0
1121,0,1,0,0,0,0,1,0
1122,0,0,1,0,0,0,1,0
1123,0,0,0,1,0,1,1,0
1124,0,0,0,0,0,1,0,0
1125,1,1,0,1,0,0,0,0
1126,0,0,0,0,0,1,1,0
1127,1,1,0,1,0,0,0,0
1128,0,0,0,0,0,1,0,0
1129,0,0,1,1,1,0,1,0
1130,1,1,1,1,0,0,0,0
1131,1,0,1,0,0,0,0,0
1132,1,0,1,0,1,0,1,0
1133,1,1,0,1,1,0,0,0
1134,0,0,0,0,0,1,1,0
1135,0,0,0,1,1,1,1,0
1136,1,1,0,1,0,0,1,0
1137,0,0,1,0,0,0,1,0
1138,1,0,0,1,1,0,1,0
1139,0,0,1,1,0,0,1,0
1140,0,0,1,1,0,1,0,0
1141,0,0,1,1,1,0,1,0
1142,0,0,0,0,0,1,1,0
1143,0,1,0,1,0,0,0,0
1144,0,0,0,0,0,1,1,0
1145,1,0,0,0,0,1,1,0
1146,0,0,0,0,0,1,1,0
1147,0,0,0,0,0,1,0,0
1148,0,0,0,0,0,1,1,0
1149,0,0,1,0,0,0,1,0
1150,0,0,0,0,0,1,1,0
1151,1,0,0,1,0,1,1,0
1152,0,0,0,0,0,1,1,0
1153,0,0,1,0,1,0,1,0
1154,0,0,1,1,1,1,1,0
1155,1,0,0,0,0,0,0,0
1156,0,0,0,0,0,1,1,0
1157,0,0,0,0,0,0,1,0
1158,0,0,0,0,0,1,1,0
1159,0,0,1,0,0,1,1,0
1160,0,0,0,0,0,1,1,0
1161,1,1,0,0,0,0,0,0
1162,0,0,0,0,0,1,0,0
1163,0,1,1,1,0,0,0,0
1164,0,0,1,1,0,1,0,0
1165,0,0,0,0,0,1,0,0
1166,0,0,1,1,0,0,1,0
1167,0,0,0,0,0,0,1,0
1168,1,0,0,1,0,0,1,0
1169,1,0,0,1,0,0,1,0
1170,0,0,0,0,0,0,1,0
1171,0,0,1,0,0,1,1,0
1172,0,0,0,1,1,1,1,0
1173,0,0,1,0,0,1,0,0
1174,0,0,1,1,1,1,0,0
1175,0,0,1,1,1,1,1,0
1176,1,0,0,0,0,1,1,0
1177,0,0,0,0,0,1,1,0
1178,0,1,0,1,0,0,1,0
1179,0,0,0,0,0,1,0,0
1180,0,0,0,0,0,1,1,0
1181,0,1,0,0,0,0,1,0
1182,1,0,1,0,0,1,0,0
1183,0,0,0,0,0,1,0,0
1184,1,1,0,1,1,0,1,0
1185,1,0,0,0,0,1,1,0
1186,0,0,0,0,0,1,1,0
1187,0,1,1,1,1,0,0,0
1188,0,0,0,1,0,1,0,0
1189,1,1,0,0,0,0,1,0
1190,0,0,0,0,0,1,1,0
1191,1,0,0,0,0,1,1,0
1192,0,0,0,0,0,0,0,0
1193,1,0,0,0,1,0,1,0
1194,0,0,0,0,0,1,1,0
1195,0,0,1,0,0,1,0,0
1196,1,0,1,1,1,0,1,0
1197,1,1,0,1,1,0,1,0
1198,0,0,0,0,1,1,1,0
1199,1,1,0,1,1,0,1,0
1200,1,0,1,1,0,1,1,0
1201,0,0,0,0,0,1,1,0
1202,0,0,0,0,0,1,0,0
1203,0,0,0,0,0,1,1,0
1204,1,0,1,0,0,1,0,0
1205,1,1,1,0,0,0,0,0
1206,0,0,1,0,0,1,0,0
1207,1,1,0,1,0,0,0,0
1208,0,0,0,0,0,0,1,0
1209,0,0,0,0,0,1,1,0
1210,0,0,0,1,0,0,1,0
1211,0,0,0,0,0,1,1,0
1212,0,0,0,0,0,1,0,0
1213,0,0,0,0,0,0,1,0
1214,1,0,0,0,0,0,1,0
1215,1,1,1,0,0,0,1,0
1216,0,0,0,0,0,1,1,0
1217,0,1,1,1,1,0,1,0
1218,1,1,0,0,0,0,0,0
1219,0,0,0,1,0,0,1,0
1220,0,0,0,0,0,0,1,0
1221,1,1,1,0,1,0,1,0
1222,1,0,0,0,0,0,0,0
1223,0,0,0,0,0,1,0,0
1224,0,0,1,1,1,1,0,0
1225,0,0,0,0,0,1,1,0
1226,1,0,0,0,0,0,1,0
1227,1,0,0,0,0,0,1,0
1228,1,0,0,0,1,1,0,0
1229,0,0,0,0,0,0,1,0
1230,0,0,0,0,0,1,0,0
1231,0,0,0,0,0,0,1,0
1232,1,0,0,0,0,1,1,0
1233,0,1,0,1,1,1,1,0
1234,1,1,1,0,1,0,0,0
1235,0,0,0,1,1,1,1,0
1236,0,0,1,0,0,1,1,0
1237,0,0,0,0,0,0,1,0
1238,1,0,1,0,0,1,0,0
1239,0,0,0,0,0,0,1,0
1240,1,0,1,0,0,0,1,0
1241,1,1,1,0,1,0,0,0
1242,0,0,0,0,0,0,1,0
1243,0,1,0,0,0,0,1,0
1244,1,1,0,1,1,0,1,0
1245,0,0,1,1,1,1,1,0
1246,1,0,0,0,0,0,1,0
1247,1,1,1,1,0,0,1,0
1248,0,0,0,0,0,1,1,0
1249,0,0,0,0,0,1,0,0
1250,1,0,1,1,0,1,1,0
1251,0,1,0,1,1,1,1,0
1252,0,1,1,1,1,0,0,0
1253,1,0,1,0,0,0,1,0
1254,0,0,0,0,0,1,1,0
1255,0,1,1,1,0,0,0,0
1256,0,1,1,1,1,1,1,0
1257,0,0,0,1,0,1,0,0
1258,0,1,1,0,0,1,1,0
1259,1,1,1,0,1,0,0,0
1260,0,0,0,0,0,0,0,0
1261,0,0,0,1,0,0,1,0
1262,1,1,1,0,0,0,0,0
1263,1,0,0,0,0,0,1,0
1264,1,0,0,0,0,0,1,0
1265,1,1,1,1,1,0,1,0
1266,1,1,1,0,0,0,0,0
1267,0,0,1,1,0,1,1,0
1268,0,0,0,0,0,0,1,0
1269,1,1,0,0,0,0,1,0
1270,0,0,0,1,1,1,1,0
1271,0,0,0,0,0,1,0,0
1272,0,0,0,0,0,1,0,0
1273,0,0,1,0,0,1,1,0
1274,0,0,1,1,0,1,1,0
1275,0,0,0,0,0,0,1,0
1276,0,1,1,1,1,0,1,0
1277,0,0,0,0,0,1,1,0
1278,1,0,0,0,0,0,1,0
1279,0,0,0,0,0,1,0,0
1280,0,0,0,1,1,1,1,0
1281,0,1,0,0,0,0,1,0
1282,1,1,1,0,1,0,1,0
1283,0,0,0,0,1,1,1,0
1284,1,0,0,0,0,0,1,0
1285,0,0,0,1,1,1,1,0
1286,0,1,1,1,0,0,1,0
1287,0,0,0,0,0,1,0,0
1288,1,1,1,1,1,0,0,0
1289,0,0,0,0,0,1,1,0
1290,1,0,0,0,0,1,0,0
1291,1,1,1,0,0,0,1,0
1292,1,0,0,1,0,0,1,0
1293,0,1,1,0,1,0,0,0
1294,0,1,0,0,0,0,1,0
1295,1,0,0,1,0,0,0,0
1296,0,0,0,0,0,0,0,0
1297,0,0,0,1,0,0,1,0
1298,1,1,0,1,1,0,0,0
1299,0,0,1,0,0,1,0,0
1300,0,0,1,1,1,1,1,0
1301,0,0,1,0,0,1,0,0
1302,1,1,1,1,0,0,0,0
1303,0,0,1,0,0,1,1,0
1304,0,0,0,0,0,1,1,0
1305,1,1,1,0,0,0,0,0
1306,1,0,0,0,0,1,1,0
1307,0,0,0,0,0,1,1,0
1308,0,0,0,1,1,1,0,0
